id;level;section;heading;text;important;dependencies
NFR-0443;3;2.3.17;Cumplimiento backups;El sistema debe cumplir con la disponibilidad continua siguiendo las mejores prácticas del sector.;84;
NFR-0444;3;2.3.18;Garantía de seguridad;La arquitectura debe garantizar la protección de datos sensibles con un impacto mínimo en UX.;77;
NFR-0445;3;2.3.19;Garantía de auditoría;Como usuario requiero que cumplir con los estándares de seguridad en todos los entornos operativos.;91;
NFR-0446;3;2.3.20;Cumplimiento seguridad;Como usuario requiero que cumplir con la disponibilidad continua siguiendo las mejores prácticas del sector.;71;
NFR-0447;3;2.3.21;Cumplimiento integridad;El sistema debe asegurar la escalabilidad automática con un impacto mínimo en UX.;83;
NFR-0448;3;2.3.22;Requisito de auditoría;La arquitectura debe garantizar la disponibilidad continua con un impacto mínimo en UX.;93;
NFR-0449;3;2.3.23;Garantía de auditoría;El sistema debe implementar el rendimiento bajo carga máxima siguiendo las mejores prácticas del sector.;83;
NFR-0450;3;2.3.24;Requisito de seguridad;Como usuario requiero que garantizar la disponibilidad continua manteniendo consistencia transaccional.;78;
NFR-0451;3;2.3.25;Garantía de backups;El sistema debe garantizar la protección de datos sensibles durante operaciones críticas.;82;
NFR-0452;3;2.3.26;Garantía de seguridad;La arquitectura debe verificar la protección de datos sensibles en todos los entornos operativos.;75;
NFR-0453;3;2.3.27;Garantía de usabilidad;Como usuario requiero que verificar la disponibilidad continua manteniendo consistencia transaccional.;74;
NFR-0454;3;2.3.28;Control de usabilidad;Como usuario requiero que cumplir con los estándares de seguridad siguiendo las mejores prácticas del sector.;76;
NFR-0455;3;2.3.29;Política de acceso;El sistema debe verificar la disponibilidad continua en todos los entornos operativos.;73;
NFR-0456;3;2.3.30;Control de seguridad;La arquitectura debe cumplir con la disponibilidad continua manteniendo consistencia transaccional.;85;
NFR-0457;3;2.3.31;Control de integridad;La arquitectura debe cumplir con el rendimiento bajo carga máxima siguiendo las mejores prácticas del sector.;88;
NFR-0458;3;2.3.32;Requisito de backups;El sistema debe garantizar la escalabilidad automática siguiendo las mejores prácticas del sector.;89;
NFR-0459;3;2.3.33;Control de escalabilidad;La arquitectura debe cumplir con el rendimiento bajo carga máxima con un impacto mínimo en UX.;83;
NFR-0460;3;2.3.34;Control de escalabilidad;Como usuario requiero que garantizar el rendimiento bajo carga máxima manteniendo consistencia transaccional.;83;
NFR-0461;2;2.4;Control acceso;Requisitos de Control acceso para el área de Seguridad;89;
NFR-0462;3;2.4.1;Garantía de seguridad;Como usuario requiero que verificar la protección de datos sensibles en todos los entornos operativos.;77;
NFR-0463;3;2.4.2;Garantía de seguridad;Como usuario requiero que verificar la protección de datos sensibles siguiendo las mejores prácticas del sector.;75;
NFR-0464;3;2.4.3;Garantía de recuperación;La arquitectura debe implementar la escalabilidad automática durante operaciones críticas.;94;
NFR-0465;3;2.4.4;Cumplimiento backups;El sistema debe garantizar los estándares de seguridad manteniendo consistencia transaccional.;81;
NFR-0466;3;2.4.5;Garantía de backups;El sistema debe implementar el rendimiento bajo carga máxima con un impacto mínimo en UX.;86;
NFR-0467;3;2.4.6;Garantía de auditoría;Como usuario requiero que verificar la disponibilidad continua con un impacto mínimo en UX.;81;
NFR-0468;3;2.4.7;Política de disponibilidad;Como usuario requiero que cumplir con la escalabilidad automática durante operaciones críticas.;78;
NFR-0469;3;2.4.8;Control de backups;Como usuario requiero que cumplir con la protección de datos sensibles con un impacto mínimo en UX.;82;
NFR-0470;3;2.4.9;Control de backups;La arquitectura debe verificar la protección de datos sensibles en todos los entornos operativos.;86;
NFR-0471;3;2.4.10;Cumplimiento usabilidad;El sistema debe asegurar el rendimiento bajo carga máxima durante operaciones críticas.;95;
NFR-0472;3;2.4.11;Garantía de rendimiento;La arquitectura debe cumplir con el rendimiento bajo carga máxima con un impacto mínimo en UX.;70;
NFR-0473;3;2.4.12;Control de recuperación;Como usuario requiero que asegurar la protección de datos sensibles con un impacto mínimo en UX.;70;
NFR-0474;3;2.4.13;Política de recuperación;La arquitectura debe garantizar el rendimiento bajo carga máxima con un impacto mínimo en UX.;88;
NFR-0475;3;2.4.14;Requisito de usabilidad;Como usuario requiero que verificar la escalabilidad automática manteniendo consistencia transaccional.;71;
NFR-0476;3;2.4.15;Control de seguridad;Como usuario requiero que garantizar el rendimiento bajo carga máxima siguiendo las mejores prácticas del sector.;74;
NFR-0477;3;2.4.16;Garantía de disponibilidad;La arquitectura debe garantizar la escalabilidad automática con un impacto mínimo en UX.;72;
NFR-0478;3;2.4.17;Control de auditoría;El sistema debe asegurar la escalabilidad automática durante operaciones críticas.;73;
NFR-0479;3;2.4.18;Control de usabilidad;La arquitectura debe implementar el rendimiento bajo carga máxima en todos los entornos operativos.;92;
NFR-0480;3;2.4.19;Requisito de usabilidad;Como usuario requiero que garantizar los estándares de seguridad siguiendo las mejores prácticas del sector.;89;
NFR-0481;3;2.4.20;Política de acceso;El sistema debe cumplir con la disponibilidad continua en todos los entornos operativos.;83;
NFR-0482;3;2.4.21;Garantía de rendimiento;Como usuario requiero que asegurar la escalabilidad automática con un impacto mínimo en UX.;76;
NFR-0483;3;2.4.22;Control de seguridad;El sistema debe asegurar los estándares de seguridad en todos los entornos operativos.;92;
NFR-0484;3;2.4.23;Cumplimiento backups;El sistema debe verificar la protección de datos sensibles en todos los entornos operativos.;92;
NFR-0485;3;2.4.24;Control de integridad;La arquitectura debe verificar la protección de datos sensibles en todos los entornos operativos.;71;
NFR-0486;3;2.4.25;Control de recuperación;El sistema debe implementar los estándares de seguridad en todos los entornos operativos.;84;
NFR-0487;3;2.4.26;Política de integridad;Como usuario requiero que garantizar el rendimiento bajo carga máxima en todos los entornos operativos.;74;
NFR-0488;3;2.4.27;Cumplimiento rendimiento;La arquitectura debe implementar los estándares de seguridad en todos los entornos operativos.;81;
NFR-0489;3;2.4.28;Garantía de seguridad;Como usuario requiero que garantizar la protección de datos sensibles manteniendo consistencia transaccional.;70;
NFR-0490;3;2.4.29;Política de usabilidad;El sistema debe cumplir con los estándares de seguridad siguiendo las mejores prácticas del sector.;76;
NFR-0491;3;2.4.30;Política de backups;La arquitectura debe garantizar el rendimiento bajo carga máxima manteniendo consistencia transaccional.;79;
NFR-0492;3;2.4.31;Cumplimiento seguridad;El sistema debe verificar la disponibilidad continua con un impacto mínimo en UX.;95;
NFR-0493;3;2.4.32;Control de seguridad;El sistema debe garantizar la disponibilidad continua siguiendo las mejores prácticas del sector.;95;
NFR-0494;3;2.4.33;Requisito de recuperación;El sistema debe garantizar la escalabilidad automática con un impacto mínimo en UX.;85;
NFR-0495;3;2.4.34;Cumplimiento backups;La arquitectura debe cumplir con la escalabilidad automática con un impacto mínimo en UX.;77;
NFR-0496;3;2.4.35;Política de auditoría;La arquitectura debe garantizar los estándares de seguridad en todos los entornos operativos.;93;
NFR-0497;3;2.4.36;Política de usabilidad;Como usuario requiero que cumplir con la escalabilidad automática con un impacto mínimo en UX.;80;
NFR-0498;3;2.4.37;Garantía de recuperación;Como usuario requiero que asegurar la protección de datos sensibles con un impacto mínimo en UX.;84;
NFR-0499;3;2.4.38;Política de backups;La arquitectura debe asegurar la disponibilidad continua manteniendo consistencia transaccional.;94;
NFR-0500;3;2.4.39;Control de backups;Como usuario requiero que implementar la escalabilidad automática en todos los entornos operativos.;83;
NFR-0501;3;2.4.40;Política de integridad;El sistema debe asegurar la protección de datos sensibles manteniendo consistencia transaccional.;72;
NFR-0502;3;2.4.41;Garantía de auditoría;El sistema debe garantizar la disponibilidad continua con un impacto mínimo en UX.;88;
NFR-0503;3;2.4.42;Requisito de rendimiento;La arquitectura debe verificar la protección de datos sensibles con un impacto mínimo en UX.;76;
NFR-0504;3;2.4.43;Control de integridad;El sistema debe garantizar la protección de datos sensibles siguiendo las mejores prácticas del sector.;94;
NFR-0505;3;2.4.44;Control de rendimiento;La arquitectura debe implementar el rendimiento bajo carga máxima con un impacto mínimo en UX.;94;
NFR-0506;3;2.4.45;Cumplimiento escalabilidad;La arquitectura debe asegurar los estándares de seguridad manteniendo consistencia transaccional.;71;
NFR-0507;3;2.4.46;Requisito de integridad;El sistema debe garantizar los estándares de seguridad durante operaciones críticas.;70;
NFR-0508;3;2.4.47;Política de usabilidad;Como usuario requiero que cumplir con el rendimiento bajo carga máxima manteniendo consistencia transaccional.;90;
NFR-0509;3;2.4.48;Garantía de rendimiento;El sistema debe verificar el rendimiento bajo carga máxima en todos los entornos operativos.;76;
NFR-0510;3;2.4.49;Requisito de recuperación;El sistema debe garantizar la protección de datos sensibles con un impacto mínimo en UX.;86;
NFR-0511;3;2.4.50;Política de auditoría;Como usuario requiero que implementar la protección de datos sensibles siguiendo las mejores prácticas del sector.;72;
NFR-0512;3;2.4.51;Control de recuperación;La arquitectura debe implementar el rendimiento bajo carga máxima durante operaciones críticas.;88;
NFR-0513;3;2.4.52;Requisito de acceso;Como usuario requiero que asegurar la escalabilidad automática siguiendo las mejores prácticas del sector.;86;
NFR-0514;3;2.4.53;Control de acceso;Como usuario requiero que cumplir con los estándares de seguridad en todos los entornos operativos.;77;
NFR-0515;3;2.4.54;Política de recuperación;El sistema debe garantizar la protección de datos sensibles durante operaciones críticas.;78;
NFR-0516;3;2.4.55;Política de recuperación;El sistema debe verificar los estándares de seguridad manteniendo consistencia transaccional.;70;
NFR-0517;3;2.4.56;Cumplimiento usabilidad;La arquitectura debe verificar la disponibilidad continua durante operaciones críticas.;86;
NFR-0518;3;2.4.57;Requisito de usabilidad;La arquitectura debe garantizar los estándares de seguridad con un impacto mínimo en UX.;92;
NFR-0519;3;2.4.58;Requisito de rendimiento;El sistema debe garantizar los estándares de seguridad manteniendo consistencia transaccional.;77;
NFR-0520;3;2.4.59;Política de escalabilidad;El sistema debe cumplir con la protección de datos sensibles en todos los entornos operativos.;79;
NFR-0521;3;2.4.60;Política de auditoría;El sistema debe cumplir con el rendimiento bajo carga máxima en todos los entornos operativos.;74;
NFR-0522;3;2.4.61;Política de escalabilidad;Como usuario requiero que cumplir con la protección de datos sensibles en todos los entornos operativos.;85;
NFR-0523;3;2.4.62;Control de backups;La arquitectura debe garantizar la disponibilidad continua durante operaciones críticas.;87;
NFR-0524;2;2.5;Protección datos;Requisitos de Protección datos para el área de Seguridad;90;
NFR-0525;3;2.5.1;Requisito de rendimiento;La arquitectura debe asegurar los estándares de seguridad manteniendo consistencia transaccional.;76;
NFR-0526;3;2.5.2;Cumplimiento integridad;El sistema debe asegurar el rendimiento bajo carga máxima durante operaciones críticas.;93;
NFR-0527;3;2.5.3;Requisito de recuperación;El sistema debe garantizar el rendimiento bajo carga máxima en todos los entornos operativos.;84;
NFR-0528;3;2.5.4;Política de auditoría;El sistema debe implementar los estándares de seguridad manteniendo consistencia transaccional.;92;
NFR-0529;3;2.5.5;Control de disponibilidad;Como usuario requiero que cumplir con los estándares de seguridad durante operaciones críticas.;95;
NFR-0530;3;2.5.6;Requisito de integridad;Como usuario requiero que verificar la escalabilidad automática durante operaciones críticas.;84;
NFR-0531;3;2.5.7;Cumplimiento recuperación;La arquitectura debe asegurar la escalabilidad automática durante operaciones críticas.;70;
NFR-0532;3;2.5.8;Control de rendimiento;Como usuario requiero que garantizar los estándares de seguridad siguiendo las mejores prácticas del sector.;87;
NFR-0533;3;2.5.9;Garantía de disponibilidad;La arquitectura debe verificar la protección de datos sensibles siguiendo las mejores prácticas del sector.;71;
NFR-0534;3;2.5.10;Garantía de disponibilidad;El sistema debe verificar el rendimiento bajo carga máxima en todos los entornos operativos.;73;
NFR-0535;3;2.5.11;Control de recuperación;La arquitectura debe verificar la escalabilidad automática en todos los entornos operativos.;74;
NFR-0536;3;2.5.12;Cumplimiento acceso;La arquitectura debe verificar los estándares de seguridad durante operaciones críticas.;77;
NFR-0537;3;2.5.13;Garantía de usabilidad;El sistema debe verificar los estándares de seguridad durante operaciones críticas.;71;
NFR-0538;3;2.5.14;Requisito de auditoría;Como usuario requiero que verificar la disponibilidad continua siguiendo las mejores prácticas del sector.;76;
NFR-0539;3;2.5.15;Control de rendimiento;La arquitectura debe cumplir con la protección de datos sensibles manteniendo consistencia transaccional.;79;
NFR-0540;3;2.5.16;Cumplimiento auditoría;Como usuario requiero que asegurar la escalabilidad automática con un impacto mínimo en UX.;87;
NFR-0541;3;2.5.17;Cumplimiento disponibilidad;La arquitectura debe verificar la escalabilidad automática en todos los entornos operativos.;78;
NFR-0542;3;2.5.18;Control de rendimiento;Como usuario requiero que garantizar la escalabilidad automática durante operaciones críticas.;85;
NFR-0543;3;2.5.19;Garantía de acceso;El sistema debe garantizar la disponibilidad continua manteniendo consistencia transaccional.;74;
NFR-0544;3;2.5.20;Requisito de seguridad;Como usuario requiero que verificar los estándares de seguridad manteniendo consistencia transaccional.;86;
NFR-0545;3;2.5.21;Garantía de acceso;La arquitectura debe garantizar los estándares de seguridad con un impacto mínimo en UX.;74;
NFR-0546;3;2.5.22;Requisito de seguridad;La arquitectura debe garantizar la protección de datos sensibles en todos los entornos operativos.;79;
NFR-0547;3;2.5.23;Garantía de seguridad;El sistema debe asegurar la escalabilidad automática con un impacto mínimo en UX.;71;
NFR-0548;3;2.5.24;Política de disponibilidad;Como usuario requiero que garantizar el rendimiento bajo carga máxima con un impacto mínimo en UX.;93;
NFR-0549;3;2.5.25;Control de escalabilidad;Como usuario requiero que asegurar la disponibilidad continua siguiendo las mejores prácticas del sector.;81;
NFR-0550;3;2.5.26;Política de usabilidad;Como usuario requiero que verificar los estándares de seguridad durante operaciones críticas.;73;
NFR-0551;3;2.5.27;Garantía de seguridad;El sistema debe verificar los estándares de seguridad siguiendo las mejores prácticas del sector.;85;
NFR-0552;3;2.5.28;Requisito de rendimiento;La arquitectura debe verificar la escalabilidad automática siguiendo las mejores prácticas del sector.;70;
NFR-0553;3;2.5.29;Política de disponibilidad;El sistema debe cumplir con la escalabilidad automática en todos los entornos operativos.;85;
NFR-0554;3;2.5.30;Garantía de usabilidad;La arquitectura debe verificar la disponibilidad continua siguiendo las mejores prácticas del sector.;72;
NFR-0555;3;2.5.31;Garantía de integridad;El sistema debe implementar la escalabilidad automática con un impacto mínimo en UX.;78;
NFR-0556;3;2.5.32;Política de backups;La arquitectura debe asegurar la escalabilidad automática en todos los entornos operativos.;70;
NFR-0557;3;2.5.33;Control de disponibilidad;El sistema debe cumplir con la protección de datos sensibles siguiendo las mejores prácticas del sector.;70;
NFR-0558;3;2.5.34;Control de disponibilidad;El sistema debe cumplir con la protección de datos sensibles con un impacto mínimo en UX.;75;
NFR-0559;3;2.5.35;Control de escalabilidad;El sistema debe garantizar la protección de datos sensibles siguiendo las mejores prácticas del sector.;86;
NFR-0560;3;2.5.36;Garantía de rendimiento;El sistema debe cumplir con la disponibilidad continua durante operaciones críticas.;75;
NFR-0561;3;2.5.37;Control de acceso;Como usuario requiero que verificar la escalabilidad automática manteniendo consistencia transaccional.;91;
NFR-0562;3;2.5.38;Política de integridad;La arquitectura debe implementar la disponibilidad continua manteniendo consistencia transaccional.;91;
NFR-0563;3;2.5.39;Política de acceso;El sistema debe asegurar la protección de datos sensibles durante operaciones críticas.;71;
NFR-0564;3;2.5.40;Cumplimiento auditoría;El sistema debe verificar la protección de datos sensibles con un impacto mínimo en UX.;83;
NFR-0565;3;2.5.41;Garantía de acceso;La arquitectura debe garantizar los estándares de seguridad siguiendo las mejores prácticas del sector.;87;
NFR-0566;3;2.5.42;Garantía de disponibilidad;El sistema debe garantizar la protección de datos sensibles siguiendo las mejores prácticas del sector.;93;
NFR-0567;3;2.5.43;Cumplimiento escalabilidad;La arquitectura debe garantizar la disponibilidad continua siguiendo las mejores prácticas del sector.;87;
NFR-0568;3;2.5.44;Control de seguridad;La arquitectura debe implementar la disponibilidad continua con un impacto mínimo en UX.;91;
NFR-0569;3;2.5.45;Cumplimiento usabilidad;Como usuario requiero que implementar la disponibilidad continua con un impacto mínimo en UX.;79;
NFR-0570;3;2.5.46;Cumplimiento auditoría;El sistema debe verificar la escalabilidad automática en todos los entornos operativos.;89;
NFR-0571;3;2.5.47;Requisito de backups;El sistema debe cumplir con los estándares de seguridad durante operaciones críticas.;76;
NFR-0572;3;2.5.48;Política de escalabilidad;La arquitectura debe verificar la escalabilidad automática manteniendo consistencia transaccional.;78;
NFR-0573;3;2.5.49;Garantía de integridad;El sistema debe garantizar los estándares de seguridad con un impacto mínimo en UX.;90;
NFR-0574;3;2.5.50;Requisito de backups;Como usuario requiero que cumplir con la escalabilidad automática siguiendo las mejores prácticas del sector.;78;
NFR-0575;3;2.5.51;Garantía de escalabilidad;Como usuario requiero que verificar el rendimiento bajo carga máxima manteniendo consistencia transaccional.;90;
NFR-0576;3;2.5.52;Control de acceso;El sistema debe garantizar los estándares de seguridad manteniendo consistencia transaccional.;79;
NFR-0577;3;2.5.53;Garantía de recuperación;La arquitectura debe cumplir con el rendimiento bajo carga máxima siguiendo las mejores prácticas del sector.;95;
NFR-0578;3;2.5.54;Cumplimiento integridad;El sistema debe asegurar el rendimiento bajo carga máxima durante operaciones críticas.;86;
NFR-0579;3;2.5.55;Requisito de escalabilidad;La arquitectura debe garantizar el rendimiento bajo carga máxima manteniendo consistencia transaccional.;77;
NFR-0580;3;2.5.56;Garantía de usabilidad;El sistema debe verificar el rendimiento bajo carga máxima en todos los entornos operativos.;93;
NFR-0581;3;2.5.57;Garantía de recuperación;El sistema debe implementar los estándares de seguridad durante operaciones críticas.;77;
NFR-0582;3;2.5.58;Política de escalabilidad;El sistema debe verificar el rendimiento bajo carga máxima durante operaciones críticas.;77;
NFR-0583;3;2.5.59;Requisito de rendimiento;El sistema debe garantizar la escalabilidad automática siguiendo las mejores prácticas del sector.;71;
NFR-0584;3;2.5.60;Garantía de acceso;El sistema debe asegurar la disponibilidad continua en todos los entornos operativos.;94;
NFR-0585;3;2.5.61;Control de escalabilidad;Como usuario requiero que implementar los estándares de seguridad en todos los entornos operativos.;94;
NFR-0586;3;2.5.62;Cumplimiento escalabilidad;La arquitectura debe garantizar los estándares de seguridad manteniendo consistencia transaccional.;80;
NFR-0587;3;2.5.63;Requisito de seguridad;La arquitectura debe garantizar la protección de datos sensibles manteniendo consistencia transaccional.;73;
NFR-0588;3;2.5.64;Política de usabilidad;Como usuario requiero que cumplir con los estándares de seguridad durante operaciones críticas.;72;
NFR-0589;3;2.5.65;Cumplimiento backups;El sistema debe implementar la disponibilidad continua con un impacto mínimo en UX.;91;
NFR-0590;2;3.1;Accesibilidad;Requisitos de Accesibilidad para el área de Usabilidad;91;
NFR-0591;3;3.1.1;Política de disponibilidad;La arquitectura debe verificar la disponibilidad continua con un impacto mínimo en UX.;74;
NFR-0592;3;3.1.2;Requisito de recuperación;La arquitectura debe asegurar la escalabilidad automática durante operaciones críticas.;71;
NFR-0593;3;3.1.3;Requisito de auditoría;Como usuario requiero que asegurar la disponibilidad continua siguiendo las mejores prácticas del sector.;74;
NFR-0594;3;3.1.4;Política de disponibilidad;La arquitectura debe asegurar el rendimiento bajo carga máxima con un impacto mínimo en UX.;81;
NFR-0595;3;3.1.5;Garantía de escalabilidad;Como usuario requiero que verificar la protección de datos sensibles manteniendo consistencia transaccional.;84;
NFR-0596;3;3.1.6;Control de recuperación;El sistema debe garantizar los estándares de seguridad siguiendo las mejores prácticas del sector.;72;
NFR-0597;3;3.1.7;Cumplimiento usabilidad;Como usuario requiero que verificar la protección de datos sensibles siguiendo las mejores prácticas del sector.;89;
NFR-0598;3;3.1.8;Requisito de rendimiento;La arquitectura debe verificar la protección de datos sensibles durante operaciones críticas.;81;
NFR-0599;3;3.1.9;Cumplimiento disponibilidad;El sistema debe implementar la escalabilidad automática con un impacto mínimo en UX.;81;
